author,link,date,complete_text,share_count,comment_count,reaction_count
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid034uARQPR7gvdbdrdPULHRfLiztAsKRanKKE3tV4w2UFXcnRaf7SDgZX7k6KdMuT5Fl?__cft__[0]=AZUyaXIW4pP3Y3JLQsyq8el9HUld-j27_oDtPpZ8gULmsrkYtYeQVpHC4-HT4LjNXgslwq_jxQkHm-XvJ2UKN9dZLUtKKz4sANxZ2Z8ne06zhACe6c23uxQQA6aU0keDl5QxvL7-cU8WMXRCsM9SLQp_G6zH6J5b22U85nJqHom4IFiC8-VYV3CAKCFK6UNUCG4&__tn__=%2CO%2CP-R,2023-08-21 11:13:18,"Hadir ke Jamuan ulang tahun Persatuan Penganut Tao Qi Pa Jun Fu yang diadakan di Sekinchan.
Saya sempat menyapa dan menyantuni masyarakat Skinchan yang sangat ramah dan mesra. Bukan sahaja di kawasan Klang tetapi jika ada jemputan dari luar, saya akan hadir untuk memeriahkan majlis. Terima kasih atas jemputan
非常感谢适耕庄七八君府 邀请我出席该庙的第十一届千秋宝诞晚宴。
让我有机会 也接触到适耕庄热情的居民。不只是在巴生地区，来自外地庙宇的邀请，我也会出席，传承文化 由我们开始。
#masyarakat
#BandarBaruKlang
#berkhidmatuntukmasyarakat
",1 comment,3 shares,{'Like': 97}
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid02GWt5PsGxEdWahJZJFZJNVP1uno2FWN8CnHU7razYx3H3JMcQJVXxTShMozmbBprdl?__cft__[0]=AZUnA5-g_9OzbEFuVSsLiINb2cWOzGQijqxrU129koyn6sS7eF90zi1DcJ_fgoxbtzNPgJJXvLen22aG1bct_o7BzOaaDrnvEmlG6PlSQaKdUF9lIzsci3tG4JmuqcHEiq2zfiq5s5NyRlV4dbA694oYvMoyWoyra-iH79e45az3GtfP5MVYZFoxbOepbntlEEY&__tn__=%2CO%2CP-R,2023-08-19 23:31:00,,N/A,N/A,{'Like': 6800}
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid0Ctyq7ZaHLnQdAVLQnZe2bG4kjqn9Qp9VXzamKT6PZWBiuELwc1dz1fJuijKm6NkAl?__cft__[0]=AZWrXb3BYmuiuDW14G58gdKmxdtkmFW-8illvoNS1iMLdhppvCKSMXK07-Qi198uGBzhtdt4HBx76WwHTKkybjSJkU7y4qcO6jjkPSLLjS90q397BAu-6lfCn8zPecQjqL1DCwCdKqrsKoaC9PdXqVURdyGdAathRg3kMlKuz-PcH1DV_ihlGduOyLen-4v0STI&__tn__=%2CO%2CP-R,2023-08-19 23:16:00,"Hari ini saya hadir untuk bersama sama masyarakat Cina di taman Eng Ann dalam upacara  persembahan kepada roh-roh yang telah meninggal dunia. Menurut kalendar lunar tahun ini, bulan hantu lapar.
Adat dari setiap bangsa tidak kira warna kulit haruslah terapkan oleh generasi yang akan datang supaya budaya nenek moyang kita tidak dilupakan.
今天，我与永安镇居民一起参与一年一度的盂兰胜会祭典，希望来年 永安镇居民事事顺心 财源广进。
各个民族的习俗，无论宗教肤色，都应该传承下去，这样我们祖先的文化 才不会被遗忘。
#masyarakat
#berkhidmatuntukmasyarakat
#BandarBaruKlang
",6 shares,N/A,{'Like': 87}
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid0npQDmrmHkygnzJFpU8eeJhiYt1tk8ejDiTQuyZRVCWDTPqAz6daK1PSfRTCHA5d8l?__cft__[0]=AZWXYA3KrravIqp1sfbPhDAWBhgWuj3UmYAe1HB4BgwO6aLTwrkrRlWJDgqQMOkLQBhQRgx7YkX_2IUFCuc4MYSaXN03pt6BvlnE7buER1CrgaXATEgsh2YjEZFlq487njQgJ6bgT2gFVWc6VQDlhOr188s62dALjskN5A4NGiw8mzXtS8T9aun5mvYexjxvrpQ&__tn__=%2CO%2CP-R,2023-08-18 23:10:00,,N/A,N/A,{'Like': 6800}
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid0BxGRmG6J4vWFG76a5noccj12in7dKYPAA5hZLYTEW7FLDz8EU2MfQGqJDAqAkkrml?__cft__[0]=AZUcyZwHkrI4VBU4wecSm7seNXtaN-XWYqYvpA1YNRZMRNnHOLy2a7kdbse6Ekdklx7W0YUR10m40q7Vq9F6JTHQXY7peIh2nyPdtrV8x7U8D_K6iHABiTaXhxiDQPAWr9wASjThLqgReO_VJ-edeIZVkxWRJBFgbNcPNP1q50FduvYHnnxicRnWBs2Y_IYlRnc&__tn__=%2CO%2CP-R,2023-08-18 22:29:00,"Memenuhi jemputan ke majlis makan malam sempena ulang tahun tokong, kehadiran sangat meriah dan sambutan yang sangat luar biasa.
Saya bertekad untuk terus membantu rumah rumah ibadat tidak kira bangsa, misi dan harapan saya jelas ingin menjadikan Bandar Baru Klang ini menuju kearah kemajuan. Perjuangan tidak akan pernah berhenti, saya akan selalu ada untuk masyarakat  dan terus  berjasa 
出席寺庙周年纪念的晚宴邀请，出席者非常的众多，对我的招待也特别的热情。
我会继续活跃于各个庙宇，不分种族，引领巴生新镇走向更进步和谐的未来。
我的奋斗不会停止，继续为社会服务 是我的使命
#masyarakat
#berkhidmatuntukmasyarakat
",2 shares,N/A,{'Like': 44}
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid024LQFU3XzTAGPfP535oRzdxBjfJ2KeJ9S5v2nwtyQAdCM1WQzZPTe2PzHKSFH8aBZl?__cft__[0]=AZUAdBGrROIr_pX21qo6oTZRiNmbbXOYqaJ4pua2xxQGv828nuKsxVXGQwQ-jSXpyn-nz1bclm9XUXFbEwk9OM4ZYzK9Onjp-SPyj3YSaA-2SaLlrr4HdKWLDcL-asWLK8BLJeE0-mDcX5QgQIj6-JwTaFp01w7-DirtmSXeDhKnwD35ZaTmpQJWNFv998MGwSM&__tn__=%2CO%2CP-R,2023-08-18 16:27:00,"Jahanam teruk Betul …
",3 shares,N/A,{'Like': 12}
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid0rw8j9eyXLNMHZiX99ycJLaL6v9CTGMfiNuDJXMEK7frju7ToFHnM2UAC61S12CpTl?__cft__[0]=AZWlpE0adWJhGQZZX0gfqCJOV7Iu0aDYWbf0HeLq9TOq89PfDjXMmOEZqrCKxaXiU0_xYzYWIN50vR3XRNg98NTc-WRnCMTaU5XAl5wpOWV1zp-1yriHZI5HtnQcozIx4byRDN86vxA1DYHggs6CZO66msI429lnZGxKGyULXrzuTfLO3-iig-yYozuWzlfJn78&__tn__=%2CO%2CP-R,2023-08-18 12:59:00,"Pmx Apa Hal ni ???
",2 comments,3 shares,"{'Like': 8, 'Haha': 4, 'Wow': 4}"
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid0NH4mgVJaKMYrwXRkJzs3buFnbQymg9oZuFoFmbUaymsqVkHyQKRfUYxTKSDwNehbl?__cft__[0]=AZV1VdNzRzRxDow9bmeWdI_4w-BynrLPeWlPLdOtnX6aqjXXdg2sbDPPOlGqFsAdcOFSA0-yA85SQyPC0CyPT0MnN-fazoe9rhkEA6uuPilImWDi6LBmVaTk4OL2OHromvxBKGJIPAT6F6q7Gmz-41SoPuKLlr9vcvYjAPjE0JL7hQZ3SH3wRqoiYIjBIl7OlGE&__tn__=%2CO%2CP-R,2023-08-18 07:48:00,"After PRN this is it .... Madanon who failed
",2 comments,1 share,{'Like': 14}
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid025Tvm9eNmUKCHiwLLCyBZKDM8tYk3zvBaiYN9jSMV8WScUnrh37eS77iXM2M2WWW3l?__cft__[0]=AZW9Y2yVQQ9ciHgcpLKm71yg-WG5IORDqrfm9Tg-lQX74b1mRg1WDJcXDlvGg7rSt90LTVMcooPRyRYwdrgVsBp74_69kO98MXsRIq-n7qorDTHnURZkGwfIDpGlnZ0qgi9BXf1CEYgo1Dw4k2yWz5c0zaoX2iEhar7XBpyhrzUmn7txBOtw4Mpg5bXPUZZQAtDdt2P49DbL1vuJvhg-QlKt&__tn__=%2CO%2CP-R,2023-08-17 20:05:00,"Started….
Moving forward...
#dzkgroup  #PenggerakKomunitiNegara
",1 share,N/A,{'Like': 25}
Zakaria Abdul Hamid,https://www.facebook.com/zakaria.abdulhamid.54/posts/pfbid02R8dLYWakJ2TaR8NkYXKKexcRfoGjWK2ogSsByPx6NhvUrfmDAW8aKQ4cLnbnnDn4l?__cft__[0]=AZW9Y2yVQQ9ciHgcpLKm71yg-WG5IORDqrfm9Tg-lQX74b1mRg1WDJcXDlvGg7rSt90LTVMcooPRyRYwdrgVsBp74_69kO98MXsRIq-n7qorDTHnURZkGwfIDpGlnZ0qgi9BXf1CEYgo1Dw4k2yWz5c0zaoX2iEhar7XBpyhrzUmn7txBOtw4Mpg5bXPUZZQAtDdt2P49DbL1vuJvhg-QlKt&__tn__=%2CO%2CP-y-R,2023-08-17 18:41:00,"Moving forward...
#dzkgroup  #PenggerakKomunitiNegara
",8 comments,2 shares,{'Like': 68}
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid02K22EaSxXsn74C72nv9s15MjD94waxE1FSqa8yooDtjoTHaHvRQiDUXCDFYv9G6LYl?__cft__[0]=AZXSXUBfEJ1geg0kG1mGmWS4SdsZVyZz56cE8ia4xXa08FpGkq1CeCWuNsJ_f9geKfh32NpbPaR7_fyS8z1cTs1ZmS859ljrvMz-yWYERLT7Hom0nBEghKCzQVzND4NVmM3WpHEk6hncARJO1AxQz8WNHdQQi8nc0epcBq1C96sscXyoW5dYNaUvdSAlM4baB9I&__tn__=%2CO%2CP-R,2023-08-17 07:59:00,,N/A,N/A,{'Like': 6}
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid028rixxrQePn6W416h7bvafLpcEWDnNXkJkcbdjNyS79bJr4WxgqTc5ghfGCgFqimql?__cft__[0]=AZU-Pr5Biw4NGL1bC-w7FbsHHM4ieOmF3RL6Zvd5WK0rLu2QJG5n4Yx5Ut742AvuSXSRNtd8B-x0laWI-tG3S6OO2o8RIxlRTorV5Uid-KRkTp8f7iQE0T2RBPyeZw8_hqnIn9xisrgzZ36-N9bJSXWv-S0jXJdX83r0p5m818sDtUNyRv69aUyBL8KeF83ph9Q&__tn__=%2CO%2CP-R,2023-08-16 21:28:00,"Saya berkesempatan meluangkan masa bersama komuniti di Tokong Tai Qing Gong sempena ulang tahun tokong.
Sambutan yang amat meriah dari segi kehadiran juga amatlah bagus, saya berharap majlis atau program sebegini harus dipergiatkan tidak kira sambutan di Masjid, Tokong ataupun Kuil, supaya keharmonian dalam kalangan bangsa dapat terus dieratkan
受邀出席太清宫庆祝太上老君众佛千秋宝诞周年庆之际，我有机会与太清宫社区的居民共度时光。
出席人数很多 也非常热闹，希望这样的庙庆活动 无论是在清真寺 或是 印度寺庙 都应该增加，让我国各族之间的文化交流 与和谐 不断加强。
",2 comments,4 shares,{'Like': 86}
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid01MrGfpK9DnReUdqTpJrYntFW6eUnFxeZpTo4fvvJ2D44gxVecqhzRtFsiuda7voil?__cft__[0]=AZW7QF0Bi1zfBzdhECrEc3FhCZYNNX95VTgIvfTvd9ByUPLbXcWNxrdRaBmaMD73MUF-ekVhp4AlQbrnE2xmlysRoembDGhDwZhsf45_PgmHsnjgn5LNZCQLrYVrPnUYq8GGwEMsYqOxYX3hna5huHGAZbiOCe6wxjpDc93CH1GhIf605EQAnTeUWAigc_CoPV0&__tn__=%2CO%2CP-R,2023-08-16 11:32:00,,N/A,N/A,"{'Like': 57000, 'Love': 11000}"
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid0yK2ci6GBiqq7X83bR2DGZ4NAWWkfbmWdeT8B9XJceCG3LaFNvqSjkMSECD99zGFLl?__cft__[0]=AZWe8Txw8hCYMC32OFoLakNS0gPvDmKvhQawmiLwa7ElGrhTHEhFkfxR3pz6cI2901_CIGLCCLP3uo3kn6vwhnLdwjle3Is3HJX1_-mPV4Rmi9AZov0Jg0FRdRIbfM2KJ-KrJgHwlgtJ6iuIOnYkkmTJfyThhgz18vHaShu1Aj_CGuRXUiH976nHaW-wA1jbdLIGVsXCLy5eimXAU3YsSCN2&__tn__=%2CO%2CP-R,2023-08-16 01:10:00,,N/A,N/A,{'Like': 13}
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid0ngkoYSHxw57FQ9MyKjJpgVHTVRdpMPWrVYFgSWbi49iiRK9sFwEzuKLpxP93x5KSl?__cft__[0]=AZXoA36miMewQG77Tp4Aeyp1-OkhARyaPuHkqm0F6SqKFulwFzAd5LZ_FTJXjFh96VknVPblWY6Q-rNpW-ufroxBnW7LW9Ysr1YYed8xZuwWox1Fgg8O4odwuJwvfIxOIU-T02KeKJAlcBQmSQF1imPNc6AtCykbsXbgLtnq7beW5GARuEa4thCFOXriOsEOp0M&__tn__=%2CO%2CP-R,2023-08-15 16:13:00,"中国朋友拜访马来西亚，在饭局上谈未来生意发展趋势和商机
",N/A,N/A,{'Like': 49}
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid02adoyZNjHmvjDRojFoe8DoresDP9mBLzoZkQvjdUeuQ5e2b4AiiMAJuAhXEP9c1Crl?__cft__[0]=AZXyf3WZLM5fSHwQDLCr65v_4jgjH-VSTYThxtI7F7j7mUZUS8qNvpRhQW1EwtKc-5VSNN3s_rm2mR7PVLl1BPtx1qEEcowTUWgeNNrnhYkoTkxTP_yhtuQZBADT-V5MIfnEqo-xujNDPF8VdY4fporHxbyYUh6i2mdt-YZ9dGI7FWK801DxOYbo-f2u2mdbVE8&__tn__=%2CO%2CP-R,2023-08-15 01:04:00,"Stay…..
",N/A,N/A,{'Like': 48}
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid05gGasmZTov3SzXzrSzM7wPdqovkbC6GKQ54BRQsJRZnUkz4amdZwF7V2JyrXREYVl?__cft__[0]=AZWVN-CTJNNl-lsxNoz-BxavJFCRiQbuHAJDhtdLuw92i60bg4qNn6muOhR2F3RQNLC3EBFt0qmFBti_nYA26a_BZmHTW53rwlhDdKnJ-e-7dlb8nWRm4cnOGNA0XlTU5WiDdL-kpl2WRxquv2kfR6DmVFTkuA9ocI6SkaB9apecCj6aiDBBrF7nNXFiQkwviUc&__tn__=%2CO%2CP-R,2023-08-14 12:03:00,"13/8/23 menghadiri jemputan majlis jamuan malam persatuan penganut wan Sheng gong klang
受邀参加巴生万圣宫举办的慈善晚宴
",4 shares,N/A,{'Like': 83}
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid035cE6mpqUbb1y5ejeLbN1sL6QrtQDNM44zVgXi4P6WZNyYUWWxaUYcChGksVgNt9Pl?__cft__[0]=AZUOlMhoH2Zc7xZZnjY7eXN4aBGbEFRy1mfCImc3o_lX5eOvaeNV0fAU20Ykv1LqerJC3RQNPx9BDkAhW_4JWeDYVdYRdM2iwSd5yqwrecOSkSAPq_YXmY1a3Z7md-FOBi6IUwISgSrttHorSN4-_fFhUSDLzIP01L5okJXgwKeYxQ&__tn__=%2CO%2CP-R,2023-08-13 12:14:00,"Thank you to all who voted for me and all N45 voters you have given his mandate to be executed, hopefully the Bandar Baru Klang steps towards progress
#PNBEST
",23 comments,3 shares,{'Like': 158}
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid0gCxtkHtaFaRS3dSLZCWTruhkrEgTYGDzZ84q54qBsbLh46JiRWrceJzsbFdMCCyrl?__cft__[0]=AZVA0N5HGEspQne9FU3rsSKtEbdOQPC9GgEEXkHahY0SkVtl9LQRX3AaS9pk5TMng68vu7FoViPCpSeOTYLpEjOe6DM8V43hNKnqT04mVPhpgzUB3r8pWEDlQawxxB9qiimGXWRpHSrnpDx-QaAJq_BXI3Ic0P8GtMVG3Lh5R6FljhMqf_X3bcsIWe7v7Jd5lgU&__tn__=%2CO%2CP-R,2023-08-12 18:26:00,"Selamat Petang semua.
Masa pengundian telahpun tamat secara rasmi. Kini kita hanya nantikan proses pengiraan undi dimulakan.
Saya ingin mengambil kesempatan ini untuk mengucapkan terima kasih kepada semua petugas, penyokong dan pengundi di Dun Bandar Baru Klang atas usaha menjalankan proses demokrasi ini.
Saya berharap keputusan baik dapat diterima dari kesemua pusat mengundi sebentar nanti. Sama-sama kita nantikan .
Terima kasih
各位晚上好。
投票时间正式结束，目前我们只是等待计票及公布成绩。
我想借此机会 感谢巴生新镇助选团队、我的支持者和选民 为了推动民主所做出的努力。
希望各投票站能给我们带来好消息。
我们一起等待吧 ～
谢谢
",8 comments,3 shares,"{'Like': 45, 'Love': 4}"
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid02gTpHLddm5cg6RxNwWL383AzHJEaXrVVSbRUsPwqQVHGu28Y2mLQXyScYgMos43Hil?__cft__[0]=AZVlqkBnpn4GhhkAalAmxkEXMJNLsI-RI-qn-ltq46ZEGQWSl3r9DgBRUlrFv8KDD_6G5GHmWlQV2hl6jpZBMxjfBgKIJ8oAUo2m90yzEcJOIA1qRn9gzQZThRZKNBY5oD50uxjczGW9fv2gbw4UrQBhcwscECdI7QMrgDKZiMMbC43T__x9oHjmwI9rUg8JvNzDJqo6c7wzbhLeZENu1ZuL&__tn__=%2CO%2CP-R,2023-08-12 14:29:00,"#PRN15 #PerikatanNasional
#PNBest #SelangorBaru
希盟一直打着“捍卫短裤”的口号 
却无法接受一个彩虹手表...
伪开明的政府 更可怕
",2 shares,N/A,{'Like': 8}
JC Jess Choy,https://www.facebook.com/jesschoy.p.y/posts/pfbid0K8nzM11d2gqYLgq8oN8KcdvsHG4czCUV2YuZP3HFU3WzJKBf7oWP87W198CjiqWsl?__cft__[0]=AZVlqkBnpn4GhhkAalAmxkEXMJNLsI-RI-qn-ltq46ZEGQWSl3r9DgBRUlrFv8KDD_6G5GHmWlQV2hl6jpZBMxjfBgKIJ8oAUo2m90yzEcJOIA1qRn9gzQZThRZKNBY5oD50uxjczGW9fv2gbw4UrQBhcwscECdI7QMrgDKZiMMbC43T__x9oHjmwI9rUg8JvNzDJqo6c7wzbhLeZENu1ZuL&__tn__=%2CO%2CP-y-R,2023-08-12 13:36:00,"#PRN15 #PerikatanNasional
#PNBest #SelangorBaru
希盟一直打着“捍卫短裤”的口号 
却无法接受一个彩虹手表...
伪开明的政府 更可怕
",6 comments,4 shares,"{'Like': 10, 'Haha': 6}"
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid0GgGuDkiqLyoFVanhBjbJFb7hpn7LUWxWsdaeKjRTGT8BkBvvwEhC3ZFrvxmSesnLl?__cft__[0]=AZUFSYFri-DOR7mb84L4oDC2ZKe33NwzYeALryRJjbQMOGzMecQxVBnPVt79CqoTKO6cFp7WaquXRhBzRa2JOvUVOutvgGkDFeT5FlEsu2rusW7L1xjfIr29ltXQyq7QVDNFLuuQpTAhBgZifJw16oZLj2mfKdvgMhCDslzrhwi4wA&__tn__=%2CO%2CP-R,2023-08-12 02:11:00,,3 comments,N/A,{'Like': 33}
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid0kYhC7SZ69FeVsJLCpCCbqFLpMM5iZjMxyaH3defyzrdNxdEvFC4L6dz2rUkaMThLl?__cft__[0]=AZWUewnDzlDRWId59KGLTIFzevJzIy8-CrQG5xk5ujqlxq7Bs-ank7xfhpzNqPZqePr1oUmBCcVThAMGI-O7HiSTZ_8v201d0b9R2TaPoZpEvOu8B0j7qWWkyv-7UpMxXalWMNqQxTrHqrTU_GU9oqIifFtfcVIV184azdk6ODor7rWhBHG6Z9xJnhXvRwPoOaw&__tn__=%2CO%2CP-R,2023-08-11 20:14:00,"回应 Dr. Q 在媒体上的发布
1. 昨天希盟候选人回应了我的辩论挑战
2. 但是他提出了条件，要求我在出示专业证书的同时 他也在媒体前出示了自己的证书。
3. 同时 他也要求我出示证明 我与他一样是位精英的专业人士
4. 以下是我对他的回应 ：
- 如果你想成为一名医生，你需要证书和资格
- 如果你想成为一名工程师，你需要证书和资格
- 如果你想成为一名律师，当然你也需要证书和资格
5. 但是如果你真心想为民服务，你想帮助困苦的人，你是不需要任何证书或资格的。
帮助人民只需要真心、诚意、情感与办法。
- 村长不需要特别资格 就可以当村长
- 寺庙的负责人 不需要证书才能管理寺庙
- 小贩协会会长 更不需要特高文凭 才可以为小贩解决困难
如今行动党候选人明显的证明他不了解人民代议士的概念 和他作为人民代议士的意义。
这清楚地表明 他只是行动党领导层的木偶，他们将通过远程控制来控制他，以获取国家资源，为他的政党及其党魁谋取利益。
6. 希盟候选人已开始表现出他们傲慢的“精英主义”态度。好像他们有特殊的种姓一样。
只有那些拥有高等教育证书的专业人士 他才愿意接待。请问巴生有多少专业人士？是否表示 非专业人士就没有资格与他们对话？
试问 巴生选民的命运将会如何？
7. 我，陈健达，不是精英团代表，我是所有人民的代表，其中包括低收入群体，穷人，以及那些无能力送孩子接受高等教育的人。
我呼吁 不要鄙视这群体的人民
8. 我相信 我的服务记录 比Q医生在他的脸书上展示的证书 要好得多。
可见 他是多么的嚣张 尝试贬低别人。但请记住，你引以为傲 的专业证书 解决不了洪水问题、B40问题、垃圾问题，这已经是事实。
9. 我从不需要通过 表演或成为小丑 来向人们展示我的服务。如在竞选期间 只身穿短裤惺惺作态 随后中选了 却不见踪影 对人民而言 他有何用。我只是一个普通人，尽管我没有任何官职，当人民有难 我从不介意亲自上阵 为他们排忧解难 而且我身后 也没有任何拿着遥控器控制我言行的人。
10. 我要听的 是人民的声音 不是服从领导的声音
我要补充一点 我们进行辩论 为的是给人民衡量，我们之间 根据个人在基层的工作记录 来选择 谁更有资格当这人民代议士。
目前我挑战你 是为了人民而进行辩论，来比较我们的宣言提议。
而不是比较几十年前获得的学术记录！
这对选民有什么好处？
傲慢嚣张无理的 Dr. Q，我想说 学历高有什么用，学历有多高，你与人民的距离就有多远。
不如你抱着你的专业证书 回去你的专业领域服务去吧 ! 其实过去几年的市议员一职 你已经证明了 在服务人民这一块 你是失败的 ～
请投我 Tan Seng Huat 陈健达 国盟候选人 一票
N.45 Bandar Baru Klang 巴生新镇
给我一个机会 为雪州带来一个新希望 !!!
POINTS RESPON PC DR. Q
1. Semalam calon PH dah respon cabaran debat saya
2. Tapi dia letak syarat mintak saya tunjuk sijil kelayakan professional saya sambil tayang sijil dia.
3. Dia mahu saya buktikan saya seorang elit macam dia
4. Ini jawapan saya:
Nak jadi doctor memang perlu sijil dan kelayakan
Nak jadi engineer memang perlu sijil dan kelayakan
Nak jadi lawyer memang perlu sijil dan kelayakan
5. Tapi nak bantu rakyat, nak tolong orang susah, tak perlu sebarang sijil dan kelayakan. Ia hanya perlukan hati, jiwa, idea dan perasaan untuk membantu sesiapa sahaja.
Ketua Kampung tak perlu kelayakan untuk jadi ketua kampung
Ketua Tokong tak perlu sijil untuk menjaga tokong
Ketua persatuan penjaja tak perlu diploma untuk perjuangkan nasib penjaja
Syarat oleh calon DAP membuktikan dia tak faham konsep perwakilan rakyat dan niat dia nak jadi wakil rakyat. Ini jelas bukti dia hanyalah wakil pimpinan DAP yang akan mengawal dia secara remote control untuk mengaut hasil negeri bagi kepentingan partinya dan pemimpin partinya.
6. Calon PH sudah mula tunjuk sikap elitis. Seolah-olah dia ada kasta istimewa. Hanya yang ada sijil pendidikan tinggi sahaja boleh bercakap dengan dia.  Berapa ramai orang Klang ni Doktor? Kalau bukan Doktor tak layan kah? Apa nasib warga Klang nanti
7. Saya Tan Seng Huat bukan wakil orang elit, saya wakil semua termasuk yang susah, yang miskin, yang tak mampu nak hantar anak belajar tinggi. Jangan hina golongan ini
8. Rekod khidmat saya jauh lebih cemerlang dari sijil-sijil yang Dr Q tayang di Facebook dia. Angkuhnya dia! Cuba merendahkan orang lain. Tetapi ingat, keangkuhan kamu tidak boleh selesaikan masalah banjir, masalah B40, masalah sampah
9. Saya tak pernah berlakon atau jadi badut untuk tunjuk kepada rakyat saya boleh bekerja. Tak perlu pakai seluar pendek sepanjang kempen untuk jadi pelakon atau badut semasa kempen tapi kemudian tak turun padang bila dah jadi wakil rakyat. Saya orang biasa suka turun padang walau tak jadi wakil rakyat dan saya tak ada sesiapa remote control dibelakang saya.
10. Saya mendengar suara rakyat bukan mendengar suara pemimpin!
Tambah point - Kita debat untuk beri pilihan kepada rakyat, siapa yang layak berdasarkan rekod kerja di akar umbi. Saya cabar kamu berdebat untuk rakyat buat perbandingan tawaran manifesto kita. Bukan rekod akademik yang diperolehi puluhan tahun lepas! Apa untungnya kepada pengundi?
Apa guna berkelayakan tinggi kerana setinggi-tinggi kelayakan akademik kami, begitulah tingginya kamu letakkan jarak kamu dengan rakyat. Dr Q angkuh!
#PNBest
",6 comments,6 shares,"{'Like': 47, 'Love': 6}"
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid02uEv3chdH9syGEtJV2HiKxm4YE6f8NA1NAtd7KcsBu2zCSc5CV698ezF8T6MqrzR8l?__cft__[0]=AZX2LgolWJe59zgGq-R12Lh4pGfDNZS-p4l7b_d4-TROzBS4AUeQyYin7IKFdkcOWjXeX7Hw2HGLqCTj0hB_B3G8ix7fBYWZJdyL46x9nNGVXZMffztvbJDtzjtu6jAfN8R-RFtzdhupfw0iSyyy59KnURI7E2mtUUQ8HU54HHmmK57SbhWXUrGba88lRU7AP0k&__tn__=%2CO%2CP-R,2023-08-11 18:37:00,"校车津贴
Subsidi tambang bas sekolah anak-anak akan diberikan kepada keluarga kurang berkemampuan di Selangor.
Inilah tawaran Perikatan Nasional. Undilah Perikatan Nasional!
雪兰莪 国盟(Perikatan Nasional)竞选宣言
校车津贴
雪兰莪州贫困家庭将获得儿童校车补贴。
这是国盟政府的惠民计划。
请投我 Tan Seng Huat 陈健达 一票
N.45 DUN Bandar Baru Klang 巴生新镇
让我为您实现这一切 !
",1 share,N/A,{'Like': 8}
Tan Seng Huat - 陈健达,https://www.facebook.com/DatoTanSengHuat/posts/pfbid02i6cLBK734bGBS1KaLTGjW7vN3Y3P1ufnS8B7hKAzkYaK6PEHbCS4JdNhCiSjx8upl?__cft__[0]=AZUtZoKLQULpAiyAb-g59TNHDqIcbwvdO3LYEgUo9yDmZXz8qr_xsHXwtG7EazCey3oIXZc_6q1tT7qQNeErdeaVMRCji5tgp8YCcNrH5vhuvQY26O3uK6z8lo7qWtl_UKooBgkU7b1AVdxkDpM6mk5onWSv8vr_H6tR88Lx1vv_A37-n0mkuFyCxh9HD0xElzU&__tn__=%2CO%2CP-R,2023-08-11 17:33:00,"提供免费交通于残障或年长者
Khidmat Van OKU & Warga emas
Khas untuk berbakti pada warga emas dan OKU. Inilah Perikatan Nasional yang prihatin.
雪兰莪 国盟(Perikatan Nasional)竞选宣言
为残疾人士提供免费交通
残疾人士及老人车载服务
这特别为老年人和残疾人而设的。
这就是国盟政府。
请投我 Tan Seng Huat 陈健达 一票
N.45 DUN Bandar Baru Klang 巴生新镇
让我为您实现这一切 !
",3 shares,N/A,{'Like': 24}
